State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Maine,2/1/2020,881,1/25/2020,8916,602736,1.48
Maine,2/8/2020,702,2/1/2020,8809,602736,1.46
Maine,2/15/2020,790,2/8/2020,8896,602736,1.48
Maine,2/22/2020,737,2/15/2020,8624,602736,1.43
Maine,2/29/2020,862,2/22/2020,9007,602736,1.49
Maine,3/7/2020,715,2/29/2020,8739,602736,1.45
Maine,3/14/2020,634,3/7/2020,8451,602736,1.4
Maine,3/21/2020,21459,3/14/2020,8703,602736,1.44
Maine,3/28/2020,23770,3/21/2020,21967,602736,3.64
Maryland,1/5/2019,4467,12/29/2018,33251,2515703,1.32
Maryland,1/12/2019,5297,1/5/2019,32480,2526008,1.29
Maryland,1/19/2019,4735,1/12/2019,32879,2526008,1.3
Maryland,1/26/2019,4079,1/19/2019,33817,2526008,1.34
Maryland,2/2/2019,3704,1/26/2019,34359,2526008,1.36
Maryland,2/9/2019,3134,2/2/2019,33439,2526008,1.32
Maryland,2/16/2019,3162,2/9/2019,32645,2526008,1.29
Maryland,2/23/2019,2551,2/16/2019,32382,2526008,1.28
Maryland,3/2/2019,2730,2/23/2019,32168,2526008,1.27
Maryland,3/9/2019,2885,3/2/2019,31246,2526008,1.24
Maryland,3/16/2019,2593,3/9/2019,30617,2526008,1.21
Maryland,3/23/2019,2923,3/16/2019,28913,2526008,1.14
Maryland,3/30/2019,2396,3/23/2019,28207,2526008,1.12
Maryland,4/6/2019,2482,3/30/2019,26559,2526008,1.05
Maryland,4/13/2019,2780,4/6/2019,25494,2535812,1.01
Maryland,4/20/2019,3257,4/13/2019,24780,2535812,0.98
Maryland,4/27/2019,2532,4/20/2019,25013,2535812,0.99
Maryland,5/4/2019,2435,4/27/2019,23732,2535812,0.94
Maryland,5/11/2019,2503,5/4/2019,23197,2535812,0.91
Maryland,5/18/2019,2712,5/11/2019,21892,2535812,0.86
Maryland,5/25/2019,3174,5/18/2019,24632,2535812,0.97
Maryland,6/1/2019,2630,5/25/2019,25059,2535812,0.99
Maryland,6/8/2019,3060,6/1/2019,25252,2535812,1
Maryland,6/15/2019,3360,6/8/2019,25397,2535812,1
Maryland,6/22/2019,5100,6/15/2019,25762,2535812,1.02
Maryland,6/29/2019,3897,6/22/2019,27803,2535812,1.1
Maryland,7/6/2019,3155,6/29/2019,28630,2535812,1.13
Maryland,7/13/2019,3102,7/6/2019,29481,2542023,1.16
Maryland,7/20/2019,2900,7/13/2019,28817,2542023,1.13
Maryland,7/27/2019,2757,7/20/2019,28894,2542023,1.14
Maryland,8/3/2019,3175,7/27/2019,28805,2542023,1.13
Maryland,8/10/2019,3101,8/3/2019,28987,2542023,1.14
Maryland,8/17/2019,2800,8/10/2019,29301,2542023,1.15
Maryland,8/24/2019,2706,8/17/2019,28962,2542023,1.14
Maryland,8/31/2019,2513,8/24/2019,28495,2542023,1.12
Maryland,9/7/2019,2502,8/31/2019,26541,2542023,1.04
Maryland,9/14/2019,2621,9/7/2019,23672,2542023,0.93
Maryland,9/21/2019,2469,9/14/2019,23084,2542023,0.91
Maryland,9/28/2019,2565,9/21/2019,22826,2542023,0.9
Maryland,10/5/2019,2678,9/28/2019,21017,2542023,0.83
Maryland,10/12/2019,2873,10/5/2019,21072,2547265,0.83
Maryland,10/19/2019,2502,10/12/2019,21097,2547265,0.83
Maryland,10/26/2019,2768,10/19/2019,21327,2547265,0.84
Maryland,11/2/2019,2872,10/26/2019,21654,2547265,0.85
Maryland,11/9/2019,3242,11/2/2019,21922,2547265,0.86
Maryland,11/16/2019,2803,11/9/2019,22346,2547265,0.88
Maryland,11/23/2019,3007,11/16/2019,22771,2547265,0.89
Maryland,11/30/2019,2951,11/23/2019,22187,2547265,0.87
Maryland,12/7/2019,4055,11/30/2019,24529,2547265,0.96
Maryland,12/14/2019,3476,12/7/2019,24063,2547265,0.94
Maryland,12/21/2019,4706,12/14/2019,24682,2547265,0.97
Maryland,12/28/2019,6222,12/21/2019,25879,2547265,1.02
Maryland,1/4/2020,3997,12/28/2019,30571,2547265,1.2
Maryland,1/11/2020,4627,1/4/2020,31292,2549408,1.23
Maryland,1/18/2020,3739,1/11/2020,29203,2549408,1.15
Maryland,1/25/2020,3283,1/18/2020,29231,2549408,1.15
Maryland,2/1/2020,3203,1/25/2020,29788,2549408,1.17
Maryland,2/8/2020,3150,2/1/2020,29342,2549408,1.15
Maryland,2/15/2020,3048,2/8/2020,29219,2549408,1.15
Maryland,2/22/2020,2700,2/15/2020,29095,2549408,1.14
Maryland,2/29/2020,2626,2/22/2020,28412,2549408,1.11
Maryland,3/7/2020,2675,2/29/2020,28068,2549408,1.1
Maryland,3/14/2020,3864,3/7/2020,27046,2549408,1.06
Maryland,3/21/2020,42981,3/14/2020,26467,2549408,1.04
Maryland,3/28/2020,85317,3/21/2020,47973,2549408,1.88
Massachusetts,1/5/2019,10252,12/29/2018,79688,3501425,2.28
Massachusetts,1/12/2019,8910,1/5/2019,80205,3513404,2.28
Massachusetts,1/19/2019,7194,1/12/2019,79684,3513404,2.27
Massachusetts,1/26/2019,6581,1/19/2019,80947,3513404,2.3
Massachusetts,2/2/2019,5953,1/26/2019,82169,3513404,2.34
Massachusetts,2/9/2019,5626,2/2/2019,81423,3513404,2.32
Massachusetts,2/16/2019,5015,2/9/2019,81390,3513404,2.32
Massachusetts,2/23/2019,9298,2/16/2019,81310,3513404,2.31
Massachusetts,3/2/2019,5102,2/23/2019,87694,3513404,2.5
Massachusetts,3/9/2019,4809,3/2/2019,80661,3513404,2.3
Massachusetts,3/16/2019,4354,3/9/2019,79574,3513404,2.26
Massachusetts,3/23/2019,4301,3/16/2019,78594,3513404,2.24
Massachusetts,3/30/2019,3711,3/23/2019,77330,3513404,2.2
Massachusetts,4/6/2019,4296,3/30/2019,70991,3513404,2.02
Massachusetts,4/13/2019,4465,4/6/2019,64489,3522163,1.83
Massachusetts,4/20/2019,11276,4/13/2019,59708,3522163,1.7
Massachusetts,4/27/2019,4644,4/20/2019,63183,3522163,1.79
Massachusetts,5/4/2019,4297,4/27/2019,55673,3522163,1.58
Massachusetts,5/11/2019,4067,5/4/2019,51771,3522163,1.47
Massachusetts,5/18/2019,4745,5/11/2019,50324,3522163,1.43
Massachusetts,5/25/2019,4529,5/18/2019,49699,3522163,1.41
Massachusetts,6/1/2019,3797,5/25/2019,49765,3522163,1.41
Massachusetts,6/8/2019,4443,6/1/2019,49537,3522163,1.41
Massachusetts,6/15/2019,4615,6/8/2019,49062,3522163,1.39
Massachusetts,6/22/2019,9275,6/15/2019,49746,3522163,1.41
Massachusetts,6/29/2019,6964,6/22/2019,55654,3522163,1.58
Massachusetts,7/6/2019,5747,6/29/2019,55823,3522163,1.58
Massachusetts,7/13/2019,4905,7/6/2019,59033,3535875,1.67
Massachusetts,7/20/2019,4326,7/13/2019,56826,3535875,1.61
Massachusetts,7/27/2019,3903,7/20/2019,57247,3535875,1.62
Massachusetts,8/3/2019,4193,7/27/2019,57903,3535875,1.64
Massachusetts,8/10/2019,4536,8/3/2019,56957,3535875,1.61
Massachusetts,8/17/2019,4039,8/10/2019,56914,3535875,1.61
Massachusetts,8/24/2019,4036,8/17/2019,56457,3535875,1.6
Massachusetts,8/31/2019,4025,8/24/2019,56130,3535875,1.59
Massachusetts,9/7/2019,4255,8/31/2019,51369,3535875,1.45
Massachusetts,9/14/2019,4028,9/7/2019,47123,3535875,1.33
Massachusetts,9/21/2019,3774,9/14/2019,44821,3535875,1.27
Massachusetts,9/28/2019,3672,9/21/2019,44648,3535875,1.26
Massachusetts,10/5/2019,4378,9/28/2019,45073,3535875,1.27
Massachusetts,10/12/2019,4560,10/5/2019,44168,3546144,1.25
Massachusetts,10/19/2019,4139,10/12/2019,43830,3546144,1.24
Massachusetts,10/26/2019,4683,10/19/2019,44131,3546144,1.24
Massachusetts,11/2/2019,5129,10/26/2019,45030,3546144,1.27
Massachusetts,11/9/2019,6217,11/2/2019,44786,3546144,1.26
Massachusetts,11/16/2019,5397,11/9/2019,46300,3546144,1.31
Massachusetts,11/23/2019,6452,11/16/2019,48610,3546144,1.37
Massachusetts,11/30/2019,6142,11/23/2019,50099,3546144,1.41
Massachusetts,12/7/2019,10239,11/30/2019,54340,3546144,1.53
Massachusetts,12/14/2019,9017,12/7/2019,58027,3546144,1.64
Massachusetts,12/21/2019,9284,12/14/2019,61381,3546144,1.73
Massachusetts,12/28/2019,13251,12/21/2019,64273,3546144,1.81
Massachusetts,1/4/2020,9464,12/28/2019,76528,3546144,2.16
Massachusetts,1/11/2020,8784,1/4/2020,79521,3557761,2.24
Massachusetts,1/18/2020,6940,1/11/2020,75076,3557761,2.11
Massachusetts,1/25/2020,6022,1/18/2020,75529,3557761,2.12
Massachusetts,2/1/2020,5523,1/25/2020,76927,3557761,2.16
Massachusetts,2/8/2020,5878,2/1/2020,76492,3557761,2.15
Massachusetts,2/15/2020,5393,2/8/2020,76912,3557761,2.16
Massachusetts,2/22/2020,9264,2/15/2020,77091,3557761,2.17
Massachusetts,2/29/2020,4865,2/22/2020,83220,3557761,2.34
Massachusetts,3/7/2020,4712,2/29/2020,75552,3557761,2.12
Massachusetts,3/14/2020,7449,3/7/2020,74336,3557761,2.09
Massachusetts,3/21/2020,148452,3/14/2020,83127,3557761,2.34
Massachusetts,3/28/2020,181423,3/21/2020,183105,3557761,5.15
Michigan,1/5/2019,15380,12/29/2018,70485,4256044,1.66
Michigan,1/12/2019,16109,1/5/2019,87582,4268378,2.05
Michigan,1/19/2019,9655,1/12/2019,82324,4268378,1.93
Michigan,1/26/2019,8855,1/19/2019,89907,4268378,2.11
Michigan,2/2/2019,9017,1/26/2019,77171,4268378,1.81
Michigan,2/9/2019,10373,2/2/2019,88223,4268378,2.07
Michigan,2/16/2019,6400,2/9/2019,81774,4268378,1.92
Michigan,2/23/2019,6241,2/16/2019,87042,4268378,2.04
Michigan,3/2/2019,5485,2/23/2019,78068,4268378,1.83
Michigan,3/9/2019,5927,3/2/2019,82469,4268378,1.93
Michigan,3/16/2019,5156,3/9/2019,76084,4268378,1.78
Michigan,3/23/2019,4887,3/16/2019,78958,4268378,1.85
Michigan,3/30/2019,4737,3/23/2019,70441,4268378,1.65
Michigan,4/6/2019,6682,3/30/2019,71366,4268378,1.67
Michigan,4/13/2019,5579,4/6/2019,60805,4277987,1.42
Michigan,4/20/2019,4842,4/13/2019,62658,4277987,1.46
Michigan,4/27/2019,4691,4/20/2019,51581,4277987,1.21
Michigan,5/4/2019,4637,4/27/2019,49314,4277987,1.15
Michigan,5/11/2019,5016,5/4/2019,42462,4277987,0.99
Michigan,5/18/2019,5866,5/11/2019,42602,4277987,1
Michigan,5/25/2019,8403,5/18/2019,40695,4277987,0.95
Michigan,6/1/2019,4112,5/25/2019,43562,4277987,1.02
Michigan,6/8/2019,5010,6/1/2019,43510,4277987,1.02
Michigan,6/15/2019,4719,6/8/2019,39142,4277987,0.91
Michigan,6/22/2019,5219,6/15/2019,38080,4277987,0.89
Michigan,6/29/2019,6890,6/22/2019,38722,4277987,0.91
Michigan,7/6/2019,13619,6/29/2019,40215,4277987,0.94
Michigan,7/13/2019,8058,7/6/2019,42764,4290558,1
Michigan,7/20/2019,9548,7/13/2019,56430,4290558,1.32
Michigan,7/27/2019,5119,7/20/2019,47122,4290558,1.1
Michigan,8/3/2019,4434,7/27/2019,47750,4290558,1.11
Michigan,8/10/2019,4272,8/3/2019,43046,4290558,1
Michigan,8/17/2019,4056,8/10/2019,43437,4290558,1.01
Michigan,8/24/2019,3791,8/17/2019,39150,4290558,0.91
Michigan,8/31/2019,4353,8/24/2019,37750,4290558,0.88
Michigan,9/7/2019,3988,8/31/2019,35946,4290558,0.84
Michigan,9/14/2019,3573,9/7/2019,35623,4290558,0.83
Michigan,9/21/2019,7831,9/14/2019,33799,4290558,0.79
Michigan,9/28/2019,7406,9/21/2019,32597,4290558,0.76
Michigan,10/5/2019,6803,9/28/2019,41252,4290558,0.96
Michigan,10/12/2019,7267,10/5/2019,40454,4298761,0.94
Michigan,10/19/2019,6180,10/12/2019,46200,4298761,1.07
Michigan,10/26/2019,5571,10/19/2019,44957,4298761,1.05
Michigan,11/2/2019,6072,10/26/2019,48371,4298761,1.13
Michigan,11/9/2019,7559,11/2/2019,41868,4298761,0.97
Michigan,11/16/2019,8872,11/9/2019,39394,4298761,0.92
Michigan,11/23/2019,9288,11/16/2019,42811,4298761,1
Michigan,11/30/2019,8005,11/23/2019,46423,4298761,1.08
Michigan,12/7/2019,10520,11/30/2019,52801,4298761,1.23
Michigan,12/14/2019,10201,12/7/2019,52746,4298761,1.23
Michigan,12/21/2019,10838,12/14/2019,60861,4298761,1.42
Michigan,12/28/2019,18896,12/21/2019,59526,4298761,1.38
Michigan,1/4/2020,13207,12/28/2019,72103,4298761,1.68
Michigan,1/11/2020,14245,1/4/2020,89760,4302198,2.09
Michigan,1/18/2020,10304,1/11/2020,84136,4302198,1.96
Michigan,1/25/2020,7678,1/18/2020,91306,4302198,2.12
Michigan,2/1/2020,6869,1/25/2020,82775,4302198,1.92
Michigan,2/8/2020,6627,2/1/2020,79833,4302198,1.86
Michigan,2/15/2020,5587,2/8/2020,79149,4302198,1.84
Michigan,2/22/2020,5942,2/15/2020,78029,4302198,1.81
Michigan,2/29/2020,5419,2/22/2020,78570,4302198,1.83
Michigan,3/7/2020,5150,2/29/2020,77661,4302198,1.81
Michigan,3/14/2020,5338,3/7/2020,75757,4302198,1.76
Michigan,3/21/2020,128006,3/14/2020,75075,4302198,1.75
Michigan,3/28/2020,304335,3/21/2020,88183,4302198,2.05
Minnesota,1/5/2019,7996,12/29/2018,66043,2828116,2.34
Minnesota,1/12/2019,5791,1/5/2019,63676,2832916,2.25
Minnesota,1/19/2019,4178,1/12/2019,60466,2832916,2.13
Minnesota,1/26/2019,4215,1/19/2019,60311,2832916,2.13
Minnesota,2/2/2019,4831,1/26/2019,62671,2832916,2.21
Minnesota,2/9/2019,5091,2/2/2019,68217,2832916,2.41
Minnesota,2/16/2019,3080,2/9/2019,61861,2832916,2.18
Minnesota,2/23/2019,3014,2/16/2019,60963,2832916,2.15
Minnesota,3/2/2019,3293,2/23/2019,60265,2832916,2.13
Minnesota,3/9/2019,3424,3/2/2019,61508,2832916,2.17
Minnesota,3/16/2019,3229,3/9/2019,58534,2832916,2.07
Minnesota,3/23/2019,3313,3/16/2019,57679,2832916,2.04
Minnesota,3/30/2019,3068,3/23/2019,55487,2832916,1.96
Minnesota,4/6/2019,3136,3/30/2019,54561,2832916,1.93
Minnesota,4/13/2019,2804,4/6/2019,49011,2841346,1.72
Minnesota,4/20/2019,3123,4/13/2019,46356,2841346,1.63
Minnesota,4/27/2019,2667,4/20/2019,42077,2841346,1.48
Minnesota,5/4/2019,2524,4/27/2019,36460,2841346,1.28
Minnesota,5/11/2019,2708,5/4/2019,33765,2841346,1.19
Minnesota,5/18/2019,2713,5/11/2019,29351,2841346,1.03
Minnesota,5/25/2019,2692,5/18/2019,27764,2841346,0.98
Minnesota,6/1/2019,2936,5/25/2019,27075,2841346,0.95
Minnesota,6/8/2019,3350,6/1/2019,27623,2841346,0.97
Minnesota,6/15/2019,2785,6/8/2019,26565,2841346,0.93
Minnesota,6/22/2019,2593,6/15/2019,26186,2841346,0.92
Minnesota,6/29/2019,2999,6/22/2019,26120,2841346,0.92
Minnesota,7/6/2019,3189,6/29/2019,26460,2841346,0.93
Minnesota,7/13/2019,4095,7/6/2019,30143,2849124,1.06
Minnesota,7/20/2019,2336,7/13/2019,26745,2849124,0.94
Minnesota,7/27/2019,2099,7/20/2019,26171,2849124,0.92
Minnesota,8/3/2019,2071,7/27/2019,25834,2849124,0.91
Minnesota,8/10/2019,2297,8/3/2019,26040,2849124,0.91
Minnesota,8/17/2019,2175,8/10/2019,25429,2849124,0.89
Minnesota,8/24/2019,2139,8/17/2019,24134,2849124,0.85
Minnesota,8/31/2019,2216,8/24/2019,23412,2849124,0.82
Minnesota,9/7/2019,2413,8/31/2019,23158,2849124,0.81
Minnesota,9/14/2019,2664,9/7/2019,22704,2849124,0.8
Minnesota,9/21/2019,2650,9/14/2019,22327,2849124,0.78
Minnesota,9/28/2019,2440,9/21/2019,21834,2849124,0.77
Minnesota,10/5/2019,2795,9/28/2019,22020,2849124,0.77
Minnesota,10/12/2019,2953,10/5/2019,22904,2853412,0.8
Minnesota,10/19/2019,2836,10/12/2019,22621,2853412,0.79
Minnesota,10/26/2019,3309,10/19/2019,23431,2853412,0.82
Minnesota,11/2/2019,3915,10/26/2019,24507,2853412,0.86
Minnesota,11/9/2019,6032,11/2/2019,27415,2853412,0.96
Minnesota,11/16/2019,7476,11/9/2019,31618,2853412,1.11
Minnesota,11/23/2019,7297,11/16/2019,38348,2853412,1.34
Minnesota,11/30/2019,5563,11/23/2019,39441,2853412,1.38
Minnesota,12/7/2019,9159,11/30/2019,50034,2853412,1.75
Minnesota,12/14/2019,6797,12/7/2019,49460,2853412,1.73
Minnesota,12/21/2019,6816,12/14/2019,53647,2853412,1.88
Minnesota,12/28/2019,6163,12/21/2019,54605,2853412,1.91
Minnesota,1/4/2020,7293,12/28/2019,68226,2853412,2.39
Minnesota,1/11/2020,5933,1/4/2020,66377,2859937,2.32
Minnesota,1/18/2020,4463,1/11/2020,62628,2859937,2.19
Minnesota,1/25/2020,3931,1/18/2020,61704,2859937,2.16
Minnesota,2/1/2020,3700,1/25/2020,62189,2859937,2.17
Minnesota,2/8/2020,4108,2/1/2020,64105,2859937,2.24
Minnesota,2/15/2020,3641,2/8/2020,63956,2859937,2.24
Minnesota,2/22/2020,3539,2/15/2020,62200,2859937,2.17
Minnesota,2/29/2020,3410,2/22/2020,61696,2859937,2.16
Minnesota,3/7/2020,3488,2/29/2020,62767,2859937,2.19
Minnesota,3/14/2020,4010,3/7/2020,61781,2859937,2.16
Minnesota,3/21/2020,115773,3/14/2020,66787,2859937,2.34
Minnesota,3/28/2020,109095,3/21/2020,160873,2859937,5.63
Mississippi,1/5/2019,1247,12/29/2018,9138,1103371,0.83
Mississippi,1/12/2019,1490,1/5/2019,8826,1104071,0.8
Mississippi,1/19/2019,1142,1/12/2019,8404,1104071,0.76
Mississippi,1/26/2019,1020,1/19/2019,8306,1104071,0.75
Mississippi,2/2/2019,979,1/26/2019,8297,1104071,0.75
Mississippi,2/9/2019,1076,2/2/2019,7869,1104071,0.71
Mississippi,2/16/2019,918,2/9/2019,7354,1104071,0.67
Mississippi,2/23/2019,844,2/16/2019,7592,1104071,0.69
Mississippi,3/2/2019,919,2/23/2019,7833,1104071,0.71
Mississippi,3/9/2019,924,3/2/2019,7259,1104071,0.66
Mississippi,3/16/2019,1135,3/9/2019,7356,1104071,0.67
Mississippi,3/23/2019,930,3/16/2019,7484,1104071,0.68
Mississippi,3/30/2019,856,3/23/2019,7196,1104071,0.65
Mississippi,4/6/2019,949,3/30/2019,6676,1104071,0.6
Mississippi,4/13/2019,1093,4/6/2019,6643,1104696,0.6
Mississippi,4/20/2019,872,4/13/2019,6641,1104696,0.6
Mississippi,4/27/2019,1697,4/20/2019,6669,1104696,0.6
Mississippi,5/4/2019,1091,4/27/2019,7355,1104696,0.67
Mississippi,5/11/2019,1348,5/4/2019,7395,1104696,0.67
Mississippi,5/18/2019,1904,5/11/2019,7071,1104696,0.64
Mississippi,5/25/2019,2210,5/18/2019,7755,1104696,0.7
Mississippi,6/1/2019,1967,5/25/2019,9128,1104696,0.83
Mississippi,6/8/2019,1766,6/1/2019,9823,1104696,0.89
Mississippi,6/15/2019,1282,6/8/2019,10424,1104696,0.94
Mississippi,6/22/2019,1360,6/15/2019,10694,1104696,0.97
Mississippi,6/29/2019,1587,6/22/2019,11066,1104696,1
Mississippi,7/6/2019,1316,6/29/2019,10798,1104696,0.98
Mississippi,7/13/2019,1716,7/6/2019,12284,1105743,1.11
Mississippi,7/20/2019,1151,7/13/2019,11864,1105743,1.07
Mississippi,7/27/2019,1049,7/20/2019,11685,1105743,1.06
Mississippi,8/3/2019,1036,7/27/2019,11500,1105743,1.04
Mississippi,8/10/2019,1039,8/3/2019,10993,1105743,0.99
Mississippi,8/17/2019,1032,8/10/2019,9288,1105743,0.84
Mississippi,8/24/2019,913,8/17/2019,8580,1105743,0.78
Mississippi,8/31/2019,1052,8/24/2019,8217,1105743,0.74
Mississippi,9/7/2019,932,8/31/2019,7675,1105743,0.69
Mississippi,9/14/2019,982,9/7/2019,7430,1105743,0.67
Mississippi,9/21/2019,867,9/14/2019,7353,1105743,0.66
Mississippi,9/28/2019,950,9/21/2019,7096,1105743,0.64
Mississippi,10/5/2019,956,9/28/2019,7140,1105743,0.65
Mississippi,10/12/2019,1100,10/5/2019,6868,1107596,0.62
Mississippi,10/19/2019,1084,10/12/2019,6954,1107596,0.63
Mississippi,10/26/2019,1016,10/19/2019,6997,1107596,0.63
Mississippi,11/2/2019,951,10/26/2019,7170,1107596,0.65
Mississippi,11/9/2019,1102,11/2/2019,7041,1107596,0.64
Mississippi,11/16/2019,1095,11/9/2019,6974,1107596,0.63
Mississippi,11/23/2019,1113,11/16/2019,7124,1107596,0.64
Mississippi,11/30/2019,1047,11/23/2019,7123,1107596,0.64
Mississippi,12/7/2019,1365,11/30/2019,7935,1107596,0.72
Mississippi,12/14/2019,1287,12/7/2019,7493,1107596,0.68
Mississippi,12/21/2019,1524,12/14/2019,7989,1107596,0.72
Mississippi,12/28/2019,1633,12/21/2019,8121,1107596,0.73
Mississippi,1/4/2020,1178,12/28/2019,9681,1107596,0.87
Mississippi,1/11/2020,1515,1/4/2020,9536,1108618,0.86
Mississippi,1/18/2020,1135,1/11/2020,8804,1108618,0.79
Mississippi,1/25/2020,993,1/18/2020,8562,1108618,0.77
Mississippi,2/1/2020,963,1/25/2020,8674,1108618,0.78
Mississippi,2/8/2020,968,2/1/2020,8261,1108618,0.75
Mississippi,2/15/2020,861,2/8/2020,8216,1108618,0.74
Mississippi,2/22/2020,827,2/15/2020,7922,1108618,0.71
Mississippi,2/29/2020,744,2/22/2020,7842,1108618,0.71
Mississippi,3/7/2020,879,2/29/2020,7416,1108618,0.67
Mississippi,3/14/2020,1147,3/7/2020,7098,1108618,0.64
Mississippi,3/21/2020,5519,3/14/2020,6667,1108618,0.6
Mississippi,3/28/2020,32015,3/21/2020,9581,1108618,0.86
Missouri,1/5/2019,7084,12/29/2018,31181,2732823,1.14
Missouri,1/12/2019,6087,1/5/2019,29832,2735238,1.09
Missouri,1/19/2019,5894,1/12/2019,28244,2735238,1.03
Missouri,1/26/2019,5351,1/19/2019,30092,2735238,1.1
Missouri,2/2/2019,4328,1/26/2019,32252,2735238,1.18
Missouri,2/9/2019,3608,2/2/2019,31428,2735238,1.15
Missouri,2/16/2019,2922,2/9/2019,29807,2735238,1.09
Missouri,2/23/2019,2969,2/16/2019,29357,2735238,1.07
Missouri,3/2/2019,2937,2/23/2019,29785,2735238,1.09
Missouri,3/9/2019,3038,3/2/2019,26777,2735238,0.98
Missouri,3/16/2019,3233,3/9/2019,25791,2735238,0.94
Missouri,3/23/2019,3557,3/16/2019,23273,2735238,0.85
Missouri,3/30/2019,2966,3/23/2019,23092,2735238,0.84
Missouri,4/6/2019,2639,3/30/2019,20567,2735238,0.75
Missouri,4/13/2019,2824,4/6/2019,18033,2738093,0.66
Missouri,4/20/2019,2381,4/13/2019,17337,2738093,0.63
Missouri,4/27/2019,2397,4/20/2019,16977,2738093,0.62
Missouri,5/4/2019,3188,4/27/2019,17642,2738093,0.64
Missouri,5/11/2019,2984,5/4/2019,17159,2738093,0.63
Missouri,5/18/2019,3304,5/11/2019,16818,2738093,0.61
Missouri,5/25/2019,4350,5/18/2019,17075,2738093,0.62
Missouri,6/1/2019,4651,5/25/2019,20153,2738093,0.74
Missouri,6/8/2019,4329,6/1/2019,20909,2738093,0.76
Missouri,6/15/2019,3311,6/8/2019,20814,2738093,0.76
Missouri,6/22/2019,3223,6/15/2019,21127,2738093,0.77
Missouri,6/29/2019,4043,6/22/2019,22521,2738093,0.82
Missouri,7/6/2019,5024,6/29/2019,22573,2738093,0.82
Missouri,7/13/2019,4522,7/6/2019,24323,2741528,0.89
Missouri,7/20/2019,3048,7/13/2019,23879,2741528,0.87
Missouri,7/27/2019,2726,7/20/2019,22468,2741528,0.82
Missouri,8/3/2019,2803,7/27/2019,23757,2741528,0.87
Missouri,8/10/2019,2656,8/3/2019,22333,2741528,0.81
Missouri,8/17/2019,2611,8/10/2019,20941,2741528,0.76
Missouri,8/24/2019,2623,8/17/2019,18467,2741528,0.67
Missouri,8/31/2019,2479,8/24/2019,17951,2741528,0.65
Missouri,9/7/2019,2116,8/31/2019,15894,2741528,0.58
Missouri,9/14/2019,2422,9/7/2019,15918,2741528,0.58
Missouri,9/21/2019,3646,9/14/2019,15719,2741528,0.57
Missouri,9/28/2019,3203,9/21/2019,16504,2741528,0.6
Missouri,10/5/2019,3427,9/28/2019,17954,2741528,0.65
Missouri,10/12/2019,3240,10/5/2019,17275,2745404,0.63
Missouri,10/19/2019,2698,10/12/2019,17598,2745404,0.64
Missouri,10/26/2019,2761,10/19/2019,17668,2745404,0.64
Missouri,11/2/2019,3056,10/26/2019,18273,2745404,0.67
Missouri,11/9/2019,3424,11/2/2019,16922,2745404,0.62
Missouri,11/16/2019,3888,11/9/2019,16753,2745404,0.61
Missouri,11/23/2019,3986,11/16/2019,18052,2745404,0.66
Missouri,11/30/2019,2878,11/23/2019,17388,2745404,0.63
Missouri,12/7/2019,4622,11/30/2019,20271,2745404,0.74
Missouri,12/14/2019,3900,12/7/2019,18912,2745404,0.69
Missouri,12/21/2019,7146,12/14/2019,19771,2745404,0.72
Missouri,12/28/2019,7177,12/21/2019,22484,2745404,0.82
Missouri,1/4/2020,7474,12/28/2019,29785,2745404,1.08
Missouri,1/11/2020,10913,1/4/2020,30140,2749100,1.1
Missouri,1/18/2020,4938,1/11/2020,29945,2749100,1.09
Missouri,1/25/2020,5474,1/18/2020,29170,2749100,1.06
Missouri,2/1/2020,4801,1/25/2020,29854,2749100,1.09
Missouri,2/8/2020,3670,2/1/2020,27906,2749100,1.02
Missouri,2/15/2020,3363,2/8/2020,27362,2749100,1
Missouri,2/22/2020,3063,2/15/2020,27035,2749100,0.98
Missouri,2/29/2020,2732,2/22/2020,26949,2749100,0.98
Missouri,3/7/2020,2994,2/29/2020,25225,2749100,0.92
Missouri,3/14/2020,4016,3/7/2020,22381,2749100,0.81
Missouri,3/21/2020,42246,3/14/2020,21538,2749100,0.78
Missouri,3/28/2020,104291,3/21/2020,49470,2749100,1.8
Montana,1/5/2019,1565,12/29/2018,10527,447698,2.35
Montana,1/12/2019,1783,1/5/2019,10996,448795,2.45
Montana,1/19/2019,1197,1/12/2019,10825,448795,2.41
Montana,1/26/2019,1056,1/19/2019,11347,448795,2.53
Montana,2/2/2019,1130,1/26/2019,11301,448795,2.52
Montana,2/9/2019,1417,2/2/2019,11497,448795,2.56
Montana,2/16/2019,1052,2/9/2019,11853,448795,2.64
Montana,2/23/2019,868,2/16/2019,11937,448795,2.66
Montana,3/2/2019,1020,2/23/2019,11842,448795,2.64
Montana,3/9/2019,904,3/2/2019,12024,448795,2.68
Montana,3/16/2019,774,3/9/2019,11601,448795,2.58
Montana,3/23/2019,729,3/16/2019,10768,448795,2.4
Montana,3/30/2019,701,3/23/2019,9979,448795,2.22
Montana,4/6/2019,739,3/30/2019,9428,448795,2.1
Montana,4/13/2019,815,4/6/2019,8096,450098,1.8
Montana,4/20/2019,767,4/13/2019,7558,450098,1.68
Montana,4/27/2019,856,4/20/2019,6498,450098,1.44
Montana,5/4/2019,762,4/27/2019,5989,450098,1.33
Montana,5/11/2019,595,5/4/2019,5609,450098,1.25
